object_name,data_received_on,description,device_id,ismanual,object_id,object_type,present_value,units
VOX'OS04'Ahu'Ahu13'TsOn,2025-11-07T11:13:54.453 UTC,Time Scheduler - On/Off,2122756,False,2,schedule,1,n/a
VOXZAHIA'AS05'PX_EDOS2,2025-11-07T11:09:52.707 UTC,,2122757,False,2097154,file,n/a,n/a
VOX'OS01'Ahu'Ahu3'AlmTRLow,2025-11-07T11:06:56.469 UTC,Room Low Temperature Alarm,2122753,False,24,binaryValue,inactive,n/a
VOX'OS01'Ahu'Ahu2'TBTe,2025-11-07T11:06:56.469 UTC,Trend Space Air Temperature,2122753,False,33,trendLog,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RGrnLf'REei,2025-11-07T11:11:55.586 UTC,Energy efficiency indication room,233,False,26,multiStateValue,2,n/a
VOX'OS01'Ahu'Ahu3'SpFAD1,2025-11-07T11:06:56.469 UTC,FA. Damper Open Setpoint for Co High,2122753,False,44,analogValue,100,percent
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'FanOp'SpFan2Spd,2025-11-07T11:11:55.586 UTC,Setpoint for two-speed fan,233,False,31,multiStateValue,1,n/a
VOX'OS04'Ahu'Ahu6'CmdFAD,2025-11-07T11:13:54.453 UTC,Fresh Air Damper Command,2122756,False,6,analogOutput,80,percent
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'SpTRDtr,2025-11-07T11:16:03.370 UTC,Room temperature setpoint determination,2,False,43,structuredView,n/a,n/a
VOX'OS04'Ahu'Ahu8'SpTRHiLo,2025-11-07T11:13:54.453 UTC,Room Temperature Hi/Low Limit Setpoint,2122756,False,50,analogValue,4,degreesCelsius
Address,2025-11-07T11:13:58.582 UTC,Address,2001,False,1,multiStateValue,n/a,n/a
VOX'OS04'ExFans'PrjExFan'Cmd,2025-11-07T11:13:54.453 UTC,PEF Damper ON/OFF Command,2122756,False,11,binaryOutput,active,n/a
VOX'OS02'ExFans'SmkEXFan5'RUn,2025-11-07T11:19:20.965 UTC,Fan Run Status ,2122754,False,48,binaryInput,inactive,n/a
VOX'OS02'MSFD'MSFD'OnOFF1,2025-11-07T11:19:20.965 UTC,MSFD-1 Store-Return,2122754,False,62,binaryInput,active,n/a
VOX'OS01'Ahu'Ahu3'CmdCHW,2025-11-07T11:06:56.469 UTC,CHW Valve Command,2122753,False,11,analogOutput,100,percent
VOX'OS04'Ahu'Ahu6'HuRt,2025-11-07T11:13:54.453 UTC,Return Air Humidity,2122756,False,18,analogInput,51.07999801635742,percentRelativeHumidity
VOX'OS02'Ahu'Ahu5'TBCMDCHW,2025-11-07T11:19:20.965 UTC,Trend CHW Valve Command,2122754,False,45,trendLog,n/a,n/a
VOX'OS01'Ahu'Ahu3'HuR1,2025-11-07T11:06:56.469 UTC,Space Air Humidity,2122753,False,39,analogInput,61.459999084472656,percentRelativeHumidity
VOX'OS01'Ahu'AhuMkp2'StaFlw,2025-11-07T11:06:56.469 UTC,Suppy Fan Airflow Status,2122753,False,29,binaryInput,active,n/a
VOX'OS01'Ahu'Ahu2'TSOcc,2025-11-07T11:06:56.469 UTC,Time Scheduler - Occupancy,2122753,False,5,schedule,1,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'RPscDet,2025-11-07T11:11:55.586 UTC,Room presence detection,233,False,6,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu5'TBCMDVFD,2025-11-07T11:19:20.965 UTC,Trend VFD Speed Command,2122754,False,46,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu5'TBFbCHW,2025-11-07T11:19:20.965 UTC,Trend CHW Valve Feedback,2122754,False,48,trendLog,n/a,n/a
VOX'OS01'ExFans'SmkEXFan3'FanHoa,2025-11-07T11:06:56.469 UTC,Fan Hand Auto Status,2122753,False,126,binaryInput,active,n/a
WS-Text-en-US-x-S-sql,2025-11-07T11:16:03.370 UTC,,2,False,366,file,n/a,n/a
VOX'OS05'MtrEMU'EMU03'00'VoltCN,2025-11-07T11:09:52.707 UTC,Voltage C-N,2122757,False,119,analogInput,235.93980407714844,volts
VOX'OS02'Ahu'Ahu4'SpMinVFD,2025-11-07T11:19:20.965 UTC,VFD Min. Speed Setpoint,2122754,False,48,analogValue,50,percent
VOXZAHIA'AS01'IOC_ONL,2025-11-07T11:06:56.469 UTC,,2122753,False,2097167,file,n/a,n/a
Infra'NotifCl15Smp,2025-11-07T11:16:03.370 UTC,Lowest priority notification,2,False,15,notificationClass,n/a,n/a
VOX'OS01'MtrEMU'EMU05'00'Eg,2025-11-07T11:06:56.469 UTC,Active Energy Delivered- Receive,2122753,False,171,analogInput,590138.5625,kilowattHours
VOX'OS02'Ahu'Ahu4'TrAvg,2025-11-07T11:19:20.965 UTC,RoomTemperature  Average,2122754,False,75,analogValue,20.68000030517578,degreesCelsius
VOX'OS3'MtrEMU'EMU01'00'VoltBN,2025-11-07T11:07:24.654 UTC,Voltage B-N,2122755,False,15,analogInput,234.44114685058594,volts
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'PltOpMod,2025-11-07T11:16:03.370 UTC,Plant operating mode,2,False,43,multiStateValue,5,n/a
VOX'OS05'Ahu'Ahu11'ChwTemp,2025-11-07T11:09:52.707 UTC,Chilled Water Return Temperature,2122757,False,13,analogInput,n/a,degreesCelsius
VOX'OS04'Ahu'Ahu8'TsOn,2025-11-07T11:13:54.453 UTC,Time Scheduler - On/Off,2122756,False,8,schedule,1,n/a
VOX'OS05'Ahu'Ahu9'AlmRACoHi,2025-11-07T11:09:52.707 UTC,Space Air High Co2 Alarm,2122757,False,22,binaryValue,inactive,n/a
VOX'OS01'ExFans'KitExFan'kit3,2025-11-07T11:06:56.469 UTC,Hood Switch Status Kitchen-3,2122753,False,140,binaryInput,active,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'ROpModDtr'CmfBtn,2025-11-07T11:16:03.370 UTC,Comfort button,2,False,0,binaryValue,inactive,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RSta,2025-11-07T11:11:55.586 UTC,Room state,233,False,18,multiStateValue,1,n/a
Execute_Command,2025-11-07T11:13:58.582 UTC,Execute_Command,2001,False,2,multiStateValue,n/a,n/a
VOX'OS01'Ahu'Ahu17'HuSu,2025-11-07T11:06:56.469 UTC,Supply Air Humidity,2122753,False,19,analogInput,35.91999816894531,percentRelativeHumidity
VOX'OS02'Ahu'Ahu5'SpTRUnoc,2025-11-07T11:19:20.965 UTC,Room Temperature Un-Occupied Setpoint,2122754,False,65,analogValue,26,degreesCelsius
BAONT-29,2025-11-07T11:16:03.370 UTC,,2,False,300,file,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'ROpUnDev(1)'RClmOpModIn,2025-11-07T11:11:55.586 UTC,Room climate operating mode input value,233,False,154,multiStateValue,1,n/a
VOX'OS02'Ahu'Ahu4'TBFbCHW,2025-11-07T11:19:20.965 UTC,Trend CHW Valve Feedback,2122754,False,37,trendLog,n/a,n/a
VOX'OS04'Ahu'Ahu8'CmdCHW,2025-11-07T11:13:54.453 UTC,CHW Valve Command,2122756,False,11,analogOutput,83.21148681640625,percent
VOX'OS02'Ahu'Ahu4'FbFAD,2025-11-07T11:19:20.965 UTC,Fresh Air Damper Feedback,2122754,False,37,analogInput,79.91999816894531,percent
VOX'OS01'MtrEMU'EMU05'00'Fq,2025-11-07T11:06:56.469 UTC,Frequency,2122753,False,172,analogInput,50.02372360229492,hertz
VOX'OS02'Ahu'Ahu4'TBCo2,2025-11-07T11:19:20.965 UTC,Trend Space Air Co2,2122754,False,36,trendLog,n/a,n/a
VOX'OS04'Ahu'FAHU'PIDTSu,2025-11-07T11:13:54.453 UTC,PID - Control For Supply Air Temperature,2122756,False,9,loop,100,n/a
VOX'OS01'Ups'Ups'Fault,2025-11-07T11:06:56.469 UTC,Panel Common Fault,2122753,False,120,binaryInput,active,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'Fan'FanSpdMinH,2025-11-07T11:16:03.370 UTC,Minimum fan speed for heating,2,False,85,analogValue,50,percent
VOX'OS02'Ahu'Ahu15'HuRt,2025-11-07T11:19:20.965 UTC,Return Air Humidity,2122754,False,18,analogInput,63.62999725341797,percentRelativeHumidity
VOX'OS01'MtrEMU'EMU02'00'VoltCN,2025-11-07T11:06:56.469 UTC,Voltage C-N,2122753,False,132,analogInput,236.0260467529297,volts
VOX'OS04'Ahu'Ahu6'StaVFDSf,2025-11-07T11:13:54.453 UTC,Supply Fan VFD Status,2122756,False,12,binaryInput,active,n/a
VOX'OS02'Ahu'Ahu4'SpCo2Band,2025-11-07T11:19:20.965 UTC,Space  Air Co2 Setpoint Band,2122754,False,41,analogValue,100,partsPerMillion
VOX'OS01'ExFans'ToiExFan'FanHoa,2025-11-07T11:06:56.469 UTC,Fan Hand Auto Status,2122753,False,63,binaryInput,active,n/a
VOX'OS05'Ahu'Ahu9'CmdFAD,2025-11-07T11:09:52.707 UTC,Fresh Air Damper Command,2122757,False,12,analogOutput,50,percent
VOX'OS02'Ahu'Ahu14'TBCo2,2025-11-07T11:19:20.965 UTC,Trend Space Air Co2,2122754,False,3,trendLog,n/a,n/a
VOXZAHIA'AS01'PX_EDOS7,2025-11-07T11:06:56.469 UTC,,2122753,False,2097159,file,n/a,n/a
VOXZAHIA'AS06'PX_EDOS1,2025-11-07T11:16:27.906 UTC,,2122758,False,2097153,file,n/a,n/a
VOX'OS02'Ahu'Ahu16'TBTe,2025-11-07T11:19:20.965 UTC,Trend Space Air Temperature,2122754,False,33,trendLog,n/a,n/a
BAINFR,2025-11-07T11:16:03.370 UTC,,2,False,12,file,n/a,n/a
VOX'OS01'Ahu'AhuMkp2'Toff,2025-11-07T11:06:56.469 UTC,Fresh Air Temperature,2122753,False,51,analogInput,32.86499786376953,degreesCelsius
VOX'OS01'Ahu'Ahu3'AlmNtAuto,2025-11-07T11:06:56.469 UTC,Supply Fan Not in Auto Alarm,2122753,False,21,binaryValue,inactive,n/a
VOXZAHIA'AS06,2025-11-07T11:16:27.906 UTC,OUTSTATION-03A,2122758,False,2122758,device,n/a,n/a
VOX'OS01'MtrEMU'EMU02'00'PowA,2025-11-07T11:06:56.469 UTC,Active Power A,2122753,False,123,analogInput,24.838788986206055,kilowatts
VOX'OS01'MtrEMU'EMU06'00'PowC,2025-11-07T11:06:56.469 UTC,Active Power C,2122753,False,193,analogInput,1.5374623537063599,kilowatts
VOX'OS3A'MtrEMU'00'VoltCN,2025-11-07T11:16:27.906 UTC,Voltage C-N,2122758,False,17,analogInput,235.47064208984375,volts
VOX'OS02'Ahu'Ahu5'StaVFDSf,2025-11-07T11:19:20.965 UTC,Supply Fan VFD Status,2122754,False,30,binaryInput,active,n/a
BA-29-8-en,2025-11-07T11:16:03.370 UTC,,2,False,353,file,n/a,n/a
VOX'OS05'MtrEMU'EMU03'00'CurrA,2025-11-07T11:09:52.707 UTC,Current A,2122757,False,103,analogInput,56.716705322265625,amperes
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'RHuRel,2025-11-07T11:11:55.586 UTC,Relative humidity for room,233,False,58,analogValue,n/a,percentRelativeHumidity
VOX'OS04'Ahu'Ahu7'PIDVFD,2025-11-07T11:13:54.453 UTC,PID - Control For VFD,2122756,False,6,loop,90.007080078125,n/a
VOX'OS01'Ahu'Ahu2'HuR1,2025-11-07T11:06:56.469 UTC,Space Air Humidity,2122753,False,28,analogInput,54.63999938964844,percentRelativeHumidity
VOX'OS01'ExFans'KitExFan'Trip,2025-11-07T11:06:56.469 UTC,Fan Trip Status,2122753,False,46,binaryInput,inactive,n/a
VOX'OS01'Ahu'AhuMkp2'PIDTSu,2025-11-07T11:06:56.469 UTC,PID - Control For Supply Temperature,2122753,False,9,loop,20.004913330078125,n/a
VOX'OS05'Ahu'Ahu9'CMDSpdVFD,2025-11-07T11:09:52.707 UTC,Supply Fan VFD Speed Command,2122757,False,10,analogOutput,90.71179962158203,percent
VOX'OS05'Ahu'Ahu12'CMDSpdVFD,2025-11-07T11:09:52.707 UTC,Supply Fan VFD Speed Command,2122757,False,7,analogOutput,97.854248046875,percent
VOX'OS05'Ahu'Ahu12'RtCo2,2025-11-07T11:09:52.707 UTC,Space Air Co2 Setpoint,2122757,False,41,analogValue,1000,partsPerMillion
VOX'OS3'MSFD'MSFD'ZneVlv1,2025-11-07T11:07:24.654 UTC,Zone Control Valve (Reception)-1,2122755,False,8,binaryInput,inactive,n/a
VOX'OS05'Ahu'Ahu12'ChwFb,2025-11-07T11:09:52.707 UTC,CHW Valve Feedback,2122757,False,23,analogInput,98.69999694824219,percent
VOX'OS3'MSFD'MSFD'OnOFF,2025-11-07T11:07:24.654 UTC,MSFD-1 AUD-2 Store Return,2122755,False,2,binaryInput,active,n/a
VOX'OS02'Ahu'Ahu5'TBTRt,2025-11-07T11:19:20.965 UTC,Trend Return Air Temperature,2122754,False,53,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu14'CmdVFD,2025-11-07T11:19:20.965 UTC,VFD Enable/Disable Command,2122754,False,1,binaryOutput,active,n/a
/opt/sysone/s1ramdisk/s1conf/default.ini,2025-11-07T11:16:03.370 UTC,,2,False,0,file,n/a,n/a
VOX'OS04'Ahu'Ahu8'TBCMDVFD,2025-11-07T11:13:54.453 UTC,Trend VFD Speed Command,2122756,False,35,trendLog,n/a,n/a
PlnkBus'PlnkBusSta,2025-11-07T11:16:03.370 UTC,KNX PL-Link bus state,2,False,4,multiStateValue,1,n/a
VOX'OS01'ExFans'SmkEXFan3'StsDamp,2025-11-07T11:06:56.469 UTC,Supply Air Damper Status,2122753,False,128,binaryInput,inactive,n/a
VOX'OS02'Mahu1'AhuMkp1'TBTSu,2025-11-07T11:19:20.965 UTC,Trend Supply Air Temperature,2122754,False,69,trendLog,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'TCtlC'RcgTRCtrC,2025-11-07T11:16:03.370 UTC,Room temp.ctr.cool.for radiant ceiling,2,False,3,loop,n/a,n/a
VOX'OS02'Ahu'Ahu5'AlmRACoHi,2025-11-07T11:19:20.965 UTC,Space Air High Co2 Alarm,2122754,False,28,binaryValue,inactive,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'PltModDtr'FreeCReq,2025-11-07T11:11:55.586 UTC,Free cooling request,233,False,216,binaryValue,inactive,n/a
VOXZAHIA'AS05'PX_EDOS3,2025-11-07T11:09:52.707 UTC,,2122757,False,2097155,file,n/a,n/a
WS-Text-es-sql,2025-11-07T11:16:03.370 UTC,,2,False,369,file,n/a,n/a
VOX'OS04'Ahu'Ahu13'SpTREff,2025-11-07T11:13:54.453 UTC,Room Temperature Effective Setpoint,2122756,False,10,analogValue,21,degreesCelsius
VOXZAHIA'AS05xP,2025-11-07T11:09:52.707 UTC,OUTSTATION-05 & 05A Pgm,2122757,False,2122757,program,n/a,n/a
VOX'OS05'RmTAvg'SpaceT16'TRAvg,2025-11-07T11:09:52.707 UTC,Room Temperature Average,2122757,False,88,analogValue,21.38650131225586,degreesCelsius
VOX'OS02'Mahu1'AhuMkp1'CmdVFD,2025-11-07T11:19:20.965 UTC,Supply Fan VFD Speed Command,2122754,False,18,analogOutput,90.78905487060547,noUnits
VOX'OS05'Ahu'Ahu11'CmdCHW,2025-11-07T11:09:52.707 UTC,CHW Valve Command,2122757,False,5,analogOutput,100,percent
VOXZAHIA'AS06'IOC_ONL,2025-11-07T11:16:27.906 UTC,,2122758,False,2097167,file,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'Fan'FanDevMod,2025-11-07T11:16:03.370 UTC,Fan device mode,2,False,55,multiStateValue,2,n/a
VOX'OS04'Ahu'Ahu7'TBHuSu,2025-11-07T11:13:54.453 UTC,Trend Supply Air Humidity,2122756,False,29,trendLog,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'AQualRIndRu,2025-11-07T11:16:03.370 UTC,Room air quality ind.for room op.unit,2,False,158,multiStateValue,1,n/a
VOX'OS01'Ahu'Ahu1'SpHuSpcCt,2025-11-07T11:06:56.469 UTC,Space Air Humidity Cut Off Setpoint,2122753,False,7,analogValue,5,percentRelativeHumidity
VOX'OS02'Ahu'Ahu15'SpTRHiLo,2025-11-07T11:19:20.965 UTC,Room Temperature Hi/Low Limit Setpoint,2122754,False,24,analogValue,4,degreesCelsius
VOX'OS01'ExFans'SmkEXFan2'StsDamp,2025-11-07T11:06:56.469 UTC,Supply Air Damper Status,2122753,False,124,binaryInput,inactive,n/a
VOX'OS04'Ahu'Ahu7'TBCMDVFD,2025-11-07T11:13:54.453 UTC,Trend VFD Speed Command,2122756,False,24,trendLog,n/a,n/a
VOX'OS01'Ahu'FAHU2'AlmFlwEf,2025-11-07T11:06:56.469 UTC,Exhaust Fan Air Flow Fail Alarm,2122753,False,33,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu4'AlmPreFlt,2025-11-07T11:19:20.965 UTC,Pre-Filter Alarm,2122754,False,19,binaryInput,inactive,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'ROpUnDev(1)'PscBtnRu,2025-11-07T11:11:55.586 UTC,Presence button for room operator unit,233,False,85,binaryValue,inactive,n/a
Infra'AsStaMon,2025-11-07T11:16:03.370 UTC,Automation station monitoring state,2,False,0,eventEnrollment,n/a,n/a
VOXZAHIA'AS01'IOC_ACT,2025-11-07T11:06:56.469 UTC,BACnetGen downloaded IOC,2122753,False,2097166,file,n/a,n/a
VOX'OS04'Ahu'FAHU'DmpSts,2025-11-07T11:13:54.453 UTC,Return Air Damper Status,2122756,False,45,binaryInput,inactive,n/a
VOX'OS01'Ahu'Ahu3'SpTREff,2025-11-07T11:06:56.469 UTC,Room Temperature Effective Setpoint,2122753,False,49,analogValue,21,degreesCelsius
VOX'OS02'Ahu'Ahu16'CmdVFD,2025-11-07T11:19:20.965 UTC,VFD Enable/Disable Command,2122754,False,3,binaryOutput,active,n/a
VOX'OS02'Ahu'Ahu4'SpFAD1,2025-11-07T11:19:20.965 UTC,FA. Damper Open Setpoint for Co High,2122754,False,44,analogValue,100,percent
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'FvrRSegmStup,2025-11-07T11:11:55.586 UTC,"Favorite room segm., start-up & checkout",233,False,337,structuredView,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'FanOp'SpFan2Spd,2025-11-07T11:16:03.370 UTC,Setpoint for two-speed fan,2,False,31,multiStateValue,1,n/a
VOX'OS01'Ahu'AhuMkp2'HuOff,2025-11-07T11:06:56.469 UTC,Fresh Air  Humidity,2122753,False,47,analogInput,31.849998474121094,percentRelativeHumidity
VOX'OS05'Ahu'Ahu12'TsOn,2025-11-07T11:09:52.707 UTC,Time Scheduler - On/Off,2122757,False,6,schedule,1,n/a
VOX'OS04'Ahu'Ahu8'SpHuSpcCt,2025-11-07T11:13:54.453 UTC,Space Air Humidity Cut Off Setpoint,2122756,False,46,analogValue,5,percentRelativeHumidity
VOX'OS02'Ahu'Ahu4'CmdCHW,2025-11-07T11:19:20.965 UTC,CHW Valve Command,2122754,False,11,analogOutput,10.510391235351562,percent
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'FanSpdRu,2025-11-07T11:16:03.370 UTC,Fan speed for room operator unit,2,False,240,analogValue,81.09027099609375,percent
VOX'OS02'Ahu'Ahu4'TempSu,2025-11-07T11:19:20.965 UTC,Supply Air Temperature,2122754,False,44,analogInput,19,degreesCelsius
VOX'OS05'MtrEMU'EMU01'00'CurrC,2025-11-07T11:09:52.707 UTC,Current C,2122757,False,72,analogInput,34.43111038208008,amperes
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'RClmOpModRu,2025-11-07T11:16:03.370 UTC,Room climate op.mode for room op.unit,2,False,157,multiStateValue,4,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'HVAC'HCDmd,2025-11-07T11:11:55.586 UTC,Heating/cooling demand,233,False,48,multiStateValue,1,n/a
VOX'OS02'Ahu'Ahu4'AlmFire,2025-11-07T11:19:20.965 UTC,Fire Alarm from FACP,2122754,False,78,binaryInput,inactive,n/a
Infra'NotifCl6Smp,2025-11-07T11:16:03.370 UTC,High priority notification,2,False,6,notificationClass,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'PltModDtr'CoolDwnReq,2025-11-07T11:11:55.586 UTC,Cool down request,233,False,4,binaryValue,inactive,n/a
VOX'OS01'Ahu'FAHU2'TBHuSu,2025-11-07T11:06:56.469 UTC,Trend Supply Air Humidity,2122753,False,60,trendLog,n/a,n/a
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'RHvacCoo'VntCtl'FanVntCtr,2025-11-07T11:11:55.586 UTC,Ventilation controller for fan,233,False,19,loop,n/a,n/a
VOX'OS02'Ahu'Ahu4'CmdVFD,2025-11-07T11:19:20.965 UTC,VFD Enable/Disable Command,2122754,False,4,binaryOutput,active,n/a
VOX'OS05'Ahu'Ahu10'TRe,2025-11-07T11:09:52.707 UTC,Return Air Temperature,2122757,False,9,analogInput,22.854999542236328,degreesCelsius
VOXZAHIA'AS05'LON_DAT,2025-11-07T11:09:52.707 UTC,,2122757,False,2097165,file,n/a,n/a
VOX'OS05'Ahu'Ahu12'Co2RA,2025-11-07T11:09:52.707 UTC,Space Air Co2,2122757,False,25,analogInput,621.6000366210938,partsPerMillion
hmi-179C4968D776DBA68E89C0D31F854A7D,2025-11-07T11:16:03.370 UTC,,2,False,358,file,n/a,n/a
VOX'OS04'Ahu'Ahu7'RtCo2,2025-11-07T11:13:54.453 UTC,Space Air Co2 Setpoint,2122756,False,27,analogValue,999.9000244140625,partsPerMillion
VOX'OS04'ExFans'PrjExFan'Fail,2025-11-07T11:13:54.453 UTC,Damper Fail To Open Alarm,2122756,False,37,binaryValue,inactive,n/a
VOX'OS04'ELEMU'Freq,2025-11-07T11:13:54.453 UTC,Frequency,2122756,False,75,analogInput,n/a,hertz
VOX'OS05'Ahu'Ahu9'SpCo2Band,2025-11-07T11:09:52.707 UTC,Space  Air Co2 Setpoint Band,2122757,False,61,analogValue,100,partsPerMillion
VOX'OS3'MtrEMU'EMU01'00'VoltBC,2025-11-07T11:07:24.654 UTC,Voltage B-C,2122755,False,14,analogInput,409.0169677734375,volts
Infra'NotifCl3Smp,2025-11-07T11:16:03.370 UTC,Highest priority notification,2,False,3,notificationClass,n/a,n/a
VOX'OS02'Ahu'Ahu14'TBStaFlw,2025-11-07T11:19:20.965 UTC,Trend Supply Fan Airflow Status,2122754,False,8,trendLog,n/a,n/a
VOX'OS02'Ahu'Ahu14'TBCMDCHW,2025-11-07T11:19:20.965 UTC,Trend CHW Valve Command,2122754,False,1,trendLog,n/a,n/a
VOX'OS01'CBES'CBES1'OnOFF,2025-11-07T11:06:56.469 UTC,On Off Status,2122753,False,83,binaryInput,inactive,n/a
VOX'OS02'Ahu'Ahu15'TempSu,2025-11-07T11:19:20.965 UTC,Supply Air Temperature,2122754,False,22,analogInput,11.28499984741211,degreesCelsius
VOX_FCU'Flr_01'R_FCU_FYR_SERVER ROOM_9B'ROpModDtr'TrndROpMod,2025-11-07T11:11:55.586 UTC,Trend for room operating mode,233,False,0,trendLog,n/a,n/a
VOX'OS05'Ahu'Ahu9'AlmTRLow,2025-11-07T11:09:52.707 UTC,Room Low Temperature Alarm,2122757,False,24,binaryValue,inactive,n/a
DATX,2025-11-07T11:16:03.370 UTC,,2,False,40,file,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'HVAC'Ccl'CclDevMod,2025-11-07T11:16:03.370 UTC,Cooling coil device mode,2,False,54,multiStateValue,2,n/a
VOX'OS05'Ahu'Ahu12'CmdFAD,2025-11-07T11:09:52.707 UTC,Fresh Air Damper Command,2122757,False,9,analogOutput,80,percent
VOX'OS05'RmTAvg'SpaceT16'HuR2,2025-11-07T11:09:52.707 UTC,Space Air Humidity-2,2122757,False,66,analogInput,75.62999725341797,percentRelativeHumidity
VOX'OS01'Ahu'AhuMkp2'FbCHW,2025-11-07T11:06:56.469 UTC,CHW Valve Feedback,2122753,False,45,analogInput,10.460000038146973,percent
VOX_FCU'Flr_01'R_FCU_FY_25'RHvacCoo'TCtlC'HCclTRCtrC,2025-11-07T11:16:03.370 UTC,Room temp.ctr.cool.for heating/cool.coil,2,False,4,loop,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FY_25'ROpUnDev(1)'REeiRstIn,2025-11-07T11:16:03.370 UTC,Reset of room energy effic.indic.input,2,False,89,binaryValue,inactive,n/a
VOX'OS02'Ahu'Ahu16'TBTSu,2025-11-07T11:19:20.965 UTC,Trend Supply Air Temperature,2122754,False,32,trendLog,n/a,n/a
VOX_FCU'Flr_01'RS_FCU_FYR_MAIN SERVER ROOM_9B'ROpUnDev(1)'HuRelRRu,2025-11-07T11:11:55.586 UTC,Relative humidity for room op.unit,233,False,238,analogValue,n/a,percent
VOX'OS01'Ahu'FAHU2'FbVFDSf2,2025-11-07T11:06:56.469 UTC,FAHU Supply Fan VFD-2 Feedback,2122753,False,57,analogInput,100.3499984741211,percent
VOX'OS01'Ahu'Ahu2'Almbag,2025-11-07T11:06:56.469 UTC,Bag Filter Alarm,2122753,False,15,binaryInput,active,n/a
VOX'OS01'MtrEMU'EMU06'00'VoltCN,2025-11-07T11:06:56.469 UTC,Voltage C-N,2122753,False,200,analogInput,237.42832946777344,volts
VOX'OS3'MtrEMU'EMU01'00'CurrAvg,2025-11-07T11:07:24.654 UTC,Average Current,2122755,False,2,analogInput,46.62579345703125,amperes
Global'Cln2,2025-11-07T11:19:20.965 UTC,Calendar 2,2122754,False,2,calendar,n/a,n/a
VOX'OS05'MtrEMU'EMU01'00'VoltAB,2025-11-07T11:09:52.707 UTC,Voltage A-B,2122757,False,80,analogInput,405.22247314453125,volts
VOX'OS01'Ahu'Ahu17'AlmTrpSf,2025-11-07T11:06:56.469 UTC,Supply Fan VFD Fault Alarm,2122753,False,8,binaryInput,inactive,n/a
VOX'OS01'Ahu'Ahu2'CmdFAD,2025-11-07T11:06:56.469 UTC,Fresh Air Damper Command,2122753,False,9,analogOutput,80,percent
VOX'OS01'CBES'CBES1'Fault,2025-11-07T11:06:56.469 UTC,Panel Common Fault,2122753,False,82,binaryInput,inactive,n/a
VOX'OS01'ExFans'ToiExFan'AFFAlm,2025-11-07T11:06:56.469 UTC,Air Flow Fail Alarm,2122753,False,41,binaryValue,inactive,n/a
VOX'OS01'Ahu'Ahu3'SpHuR,2025-11-07T11:06:56.469 UTC,Space Air Humidity Setpoint,2122753,False,45,analogValue,60,percent
VOX'OS05'Ahu'Ahu10'StaFlw,2025-11-07T11:09:52.707 UTC,Supply Fan Airflow Status,2122757,False,5,binaryInput,active,n/a
VOX'OS05'Ahu'Ahu9'TBTRt,2025-11-07T11:09:52.707 UTC,Trend Return Air Temperature,2122757,False,35,trendLog,n/a,n/a
VOX'OS04'Ahu'Ahu6'AlmFAD,2025-11-07T11:13:54.453 UTC,FAD Fail to Open Alarm,2122756,False,7,binaryValue,inactive,n/a
VOX'OS05'Ahu'Ahu11'SpMaxVFD,2025-11-07T11:09:52.707 UTC,VFD Max. Speed Setpoint,2122757,False,30,analogValue,100,percent
VOX'OS01'ExFans'KitExFan'SsCmd,2025-11-07T11:06:56.469 UTC,Fan Start Stop Command,2122753,False,12,binaryOutput,active,n/a
